"TIPO_INSTITUCION","CARRERA","INSTITUCION","AREAS_CONOCIMIENTO","EMPLEABILIDAD_PRIMER_ANO","EMPLEABILIDAD_SEGUNDO_ANO","REGION_MAYOR_NUMERO_TITULADOS","N_MATRICULADOS_PRIMER_ANO","N_MATRICULADOS_TOTAL","ESTUDIANTES_MUNICIPALES","ESTUDIANTES_PARTICULAR_SUBVENCIONADO","ESTUDIANTES_PARTICULAR_PAGADO","PORCENTAJE_ESTUDIANTES_PSU","PROMEDIO_PSU","PROMEDIO_NEM","TASA_RETENCION_PRIMER_ANO","TASA_RETENCION_SEGUNDO_ANO","N_TITULADOS","DURACION_ESPERADA","DURACION_REAL","PROMEDIO_ARANCEL","DIRECCION_CASA_CENTRAL","INGRESO_ANO_1","INGRESO_ANO_2","INGRESO_ANO_3","INGRESO_ANO_4","INGRESO_ANO_5","INGRESO_ANO_6","INGRESO_ANO_7","INGRESO_ANO_8"
"Universidad Particular con Aporte del Estado","Agronomía","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Agropecuaria","75,1%","87,9%","RM. Región Metropolitana",255,1551,"15,2%","25,4%","59,5%","> 80% a 100%",652,"6,2","91,70%","79,40%",169,10,"13,8",3703000,"Avda Libertador Bernardo O Higgins 340",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Particular con Aporte del Estado","Agronomía","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Agropecuaria","79,9%","88,6%","V. Valparaíso",111,547,"14,4%","47,6%","38,0%","> 80% a 100%",611,6,"81,20%","68,40%",83,10,"16,4",3076000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Particular con Aporte del Estado","Agronomía","UNIVERSIDAD AUSTRAL DE CHILE","Agropecuaria","84,4%","95,9%","XIV. Los Ríos",98,480,"33,2%","45,9%","21,0%","> 80% a 100%",561,"5,8","76,90%","65,30%",65,10,"20,4",2870000,"Independencia 641, Valdivia",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Particular con Aporte del Estado","Agronomía","UNIVERSIDAD CATÓLICA DE TEMUCO","Agropecuaria","73,9%","86,4%","IX. La Araucanía",54,306,"37,9%","55,8%","6,3%","> 80% a 100%",515,"5,4","No Disponible","No Disponible",69,10,"14,9",2314000,"Manuel Montt Nro. 56, Temuco",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Estatal","Agronomía","UNIVERSIDAD DE CHILE","Agropecuaria","81,1%","92,2%","RM. Región Metropolitana",154,913,"37,3%","45,1%","17,6%","> 80% a 100%",638,6,"78,00%","66,70%",99,10,"18,4",2998660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Particular con Aporte del Estado","Agronomía","UNIVERSIDAD DE CONCEPCIÓN","Agropecuaria","81,3%","83,8%","VIII. Bío Bío",99,496,"21,9%","69,8%","8,3%","> 80% a 100%",556,"5,7","90,20%","80,30%",43,11,"18,4",2460300,"Calle Víctor Lamas 1290, Concepción",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Estatal","Agronomía","UNIVERSIDAD DE LA FRONTERA","Agropecuaria","67,5%","82,9%","IX. La Araucanía",58,264,"43,6%","49,8%","6,6%","> 80% a 100%",564,"5,6","85,00%","63,40%",47,10,"15,1",2172000,"Avenida Francisco Salazar 01145, Temuco",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Privada","Agronomía","UNIVERSIDAD DE LAS AMÉRICAS","Agropecuaria","66,1%","65,5%","RM. Región Metropolitana",15,172,"17,9%","70,8%","11,3%","> 80% a 100%",515,"5,6","No Disponible","No Disponible",47,11,16,2914657,"Avenida Manuel Montt 948, Providencia, Santiago",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Estatal","Agronomía","UNIVERSIDAD DE TALCA","Agropecuaria","82,1%","87,3%","VII. Maule",75,512,"42,2%","45,5%","12,3%","> 80% a 100%",582,"6,1","87,50%","77,30%",65,10,15,2353600,"Norte 685, Talca ",671011,776570,869415,994708,1087737,1171922,1278422,1379101
"Universidad Particular con Aporte del Estado","Arquitectura","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Arte y Arquitectura","91,8%","93,3%","RM. Región Metropolitana",114,859,"4,9%","12,0%","83,1%","> 80% a 100%",729,"6,5","96,90%","92,20%",111,12,"17,1",4153000,"Avda Libertador Bernardo O Higgins 340",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Particular con Aporte del Estado","Arquitectura","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Arte y Arquitectura","72,9%","76,7%","V. Valparaíso",79,361,"8,2%","35,6%","56,2%","> 80% a 100%",658,"6,2","69,70%","65,20%",27,12,"15,8",3076000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Privada","Arquitectura","UNIVERSIDAD CENTRAL DE CHILE","Arte y Arquitectura","87,1%","93,9%","RM. Región Metropolitana",94,552,"16,3%","51,0%","32,7%","> 60% a 80%",583,"5,7","64,90%","47,70%",54,12,19,3550000,"Lord Cochrane 416, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Estatal","Arquitectura","UNIVERSIDAD DE CHILE","Arte y Arquitectura","89,9%","90,5%","RM. Región Metropolitana",224,1048,"19,2%","33,9%","46,9%","> 80% a 100%",672,"6,3","74,00%","60,20%",112,12,"14,9",2738660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Particular con Aporte del Estado","Arquitectura","UNIVERSIDAD DE CONCEPCIÓN","Arte y Arquitectura","74,1%","75,0%","VIII. Bío Bío",82,467,"29,0%","54,1%","16,9%","> 80% a 100%",603,6,"79,30%","65,00%",42,12,"19,5",2526000,"Calle Víctor Lamas 1290, Concepción",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Estatal","Arquitectura","UNIVERSIDAD DE SANTIAGO DE CHILE","Arte y Arquitectura","63,0%","83,8%","RM. Región Metropolitana",66,386,"20,3%","67,4%","12,4%","> 80% a 100%",617,"6,2","83,10%","81,40%",50,12,"14,4",2750900,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Estatal","Arquitectura","UNIVERSIDAD DE VALPARAÍSO","Arte y Arquitectura","86,2%",,"V. Valparaíso",83,333,"21,8%","56,0%","22,2%","> 80% a 100%",598,6,"No Disponible","No Disponible",32,12,"18,4",2743000,"Errázuriz 1834, Valparaiso, Chile",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Estatal","Arquitectura","UNIVERSIDAD DEL BÍO-BÍO","Arte y Arquitectura","84,0%","89,1%","VIII. Bío Bío",92,530,"27,4%","53,0%","19,6%","> 80% a 100%",608,6,"80,90%","72,00%",135,12,"17,2",2400000,"Avda. Collao 1202, Concepción",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Privada","Arquitectura","UNIVERSIDAD DEL DESARROLLO","Arte y Arquitectura","76,6%","84,3%","RM. Región Metropolitana",156,708,"2,3%","10,1%","87,6%","> 80% a 100%",617,"5,8","87,20%","74,40%",111,12,"16,5",4035000,"Av. Plaza 680, San Carlos de Apoquindo, Las Condes",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Privada","Arquitectura","UNIVERSIDAD FINIS TERRAE","Arte y Arquitectura","80,0%","86,4%","RM. Región Metropolitana",81,352,"2,6%","12,1%","85,3%","> 80% a 100%",600,"5,7","No Disponible","No Disponible",48,12,15,3870500,"Av. Pedro Valdivia 1509, Providencia, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Privada","Arquitectura","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Arte y Arquitectura","66,1%","83,7%","RM. Región Metropolitana",132,608,"14,5%","50,4%","35,1%","> 60% a 80%",539,"5,6","68,50%","54,00%",102,12,17,3315350,"Av. República 237, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Universidad Particular con Aporte del Estado","Arquitectura","UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA","Arte y Arquitectura","87,0%","88,0%","V. Valparaíso",57,278,"14,0%","55,5%","30,5%","> 80% a 100%",631,"6,1","No Disponible","No Disponible",43,10,"16,5",3066000,"Avenida España 1680, Santiago",678655,736359,853930,905196,998494,1091816,1189735,1216890
"Instituto Profesional","Contador Auditor","IP DE CHILE","Administración y Comercio","95,7%","96,2%","RM. Región Metropolitana",134,353,"29,8%","70,2%","0,0%","> 20% a 40%",445,"5,6","49,50%","38,00%",46,9,12,1080912,"República 285, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP DIEGO PORTALES","Administración y Comercio","77,7%","77,5%","VIII. Bío Bío",131,303,"39,4%","58,6%","2,0%",,397,"5,4","49,50%","25,90%",74,8,11,691567,"Av. Salvador 1916, Ñuñoa, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP DUOC UC","Administración y Comercio","89,9%","94,3%","RM. Región Metropolitana",370,1313,"29,0%","68,9%","2,1%","> 40% a 60%",480,"5,6","77,90%","67,50%",131,8,"11,1",1526000,"Antonio Varas 666, Providencia",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP ESCUELA DE CONTADORES AUDITORES DE SANTIAGO","Administración y Comercio","96,8%","97,3%","RM. Región Metropolitana",335,1318,"13,0%","86,7%","0,3%","> 40% a 60%",476,"5,5","52,00%","39,80%",53,10,"14,4",1357750,"Av. Providencia 2640",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP ESUCOMEX","Administración y Comercio","93,3%","86,8%","RM. Región Metropolitana",36,197,"21,3%","78,7%","0,0%",,326,"5,2","No Disponible","No Disponible",43,9,"9,1",830000,"Av. Ejército 27, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP INACAP","Administración y Comercio","86,9%","84,8%","RM. Región Metropolitana",4,768,"53,4%","45,9%","0,7%",,,"5,7","68,00%","33,30%",139,8,"10,9",1463628,"Av. Vitacura 10.151, Vitacura, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Instituto Profesional","Contador Auditor","IP LA ARAUCANA","Administración y Comercio","95,7%","93,1%","RM. Región Metropolitana",268,1129,"43,9%","56,0%","0,2%",,461,"5,6","71,70%","46,70%",153,9,11,990471,"Ejercito 171, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Administración y Comercio","97,8%","100,0%","V. Valparaíso",84,396,"39,9%","52,8%","7,3%","> 80% a 100%",595,"6,1","87,40%","76,00%",30,11,16,2324000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD ARTURO PRAT","Administración y Comercio","86,4%","90,2%","I. Tarapacá",32,248,"49,7%","49,7%","0,6%","> 80% a 100%",530,"5,7","No Disponible","No Disponible",49,11,"14,4",1097629,"Av. Arturo Prat 2120, Iquique",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","UNIVERSIDAD AUSTRAL DE CHILE","Administración y Comercio","90,5%","92,6%","XIV. Los Ríos",44,189,"71,6%","26,7%","1,7%","> 80% a 100%",551,"5,8","No Disponible","No Disponible",15,,,2070000,"Independencia 641, Valdivia",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","Administración y Comercio","87,3%","94,8%","VIII. Bío Bío",94,430,"52,0%","47,1%","0,9%","> 80% a 100%",531,"5,7","79,80%","75,70%",14,,,1915000,"Calle Caupolican 491  Concepción",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","UNIVERSIDAD CATÓLICA DEL MAULE","Administración y Comercio","90,5%","89,2%","VII. Maule",57,246,"54,2%","45,8%","0,0%",,,,"No Disponible","No Disponible",29,,,,"Avda. San Miguel 3605, Talca",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","UNIVERSIDAD CATÓLICA DEL NORTE","Administración y Comercio","94,7%","96,6%","II. Antofagasta",94,254,"58,7%","30,6%","10,6%","> 80% a 100%",529,"5,8","71,30%","47,60%",20,10,"14,7",2397850,"A. Libertador Bernardo O'higgins 292 Of 22  Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ","Administración y Comercio","100,0%","100,0%","RM. Región Metropolitana",14,85,"38,5%","61,5%","0,0%","> 20% a 40%",512,"5,7","No Disponible","No Disponible",30,,,2015200,"General Jofré 462, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD DE ACONCAGUA","Administración y Comercio","89,1%","90,2%","V. Valparaíso",7,32,,,,,,,"No Disponible","No Disponible",46,,,1280000,"Rancagua 446  Los Andes, Valparaíso",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Contador Auditor","UNIVERSIDAD DE CONCEPCIÓN","Administración y Comercio","88,9%","91,8%","VIII. Bío Bío",161,650,"54,8%","43,1%","2,0%","> 80% a 100%",545,"5,8","83,00%","72,60%",99,9,"12,4",1746400,"Calle Víctor Lamas 1290, Concepción",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE LA FRONTERA","Administración y Comercio","94,7%","93,5%","IX. La Araucanía",55,245,"40,8%","56,9%","2,3%","> 80% a 100%",560,"5,9","94,60%","71,00%",74,9,"13,9",1787000,"Avenida Francisco Salazar 01145, Temuco",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD DE LAS AMÉRICAS","Administración y Comercio","91,2%","92,4%","RM. Región Metropolitana",230,809,"22,3%","76,5%","1,2%","> 20% a 40%",486,"5,6","66,90%","46,00%",88,9,"11,3",1634082,"Avenida Manuel Montt 948, Providencia, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE LOS LAGOS","Administración y Comercio","92,2%","100,0%","X. Los Lagos",67,386,"80,4%","19,1%","0,5%","> 80% a 100%",536,"5,7","No Disponible","No Disponible",95,10,"17,1",792000,"Avenida Fuchslocher 1305, Osorno, Chile",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE SANTIAGO DE CHILE","Administración y Comercio","98,2%","96,9%","RM. Región Metropolitana",143,742,"30,7%","65,4%","3,9%","> 80% a 100%",621,"6,3","95,00%","89,30%",104,10,"13,9",2356700,"Avenida Libertador Bernardo O'Higgins 3363, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE TALCA","Administración y Comercio","92,7%","90,7%","VII. Maule",78,439,"66,5%","32,3%","1,2%","> 80% a 100%",571,"6,1","94,30%","81,70%",43,8,"14,1",2217100,"Norte 685, Talca ",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE TARAPACÁ","Administración y Comercio","77,4%","70,8%","XV. Arica y Parinacota",59,249,"68,2%","31,2%","0,6%","> 60% a 80%",529,6,"No Disponible","No Disponible",40,9,"14,5",1817000," General Velásquez 1775. Arica",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DE VALPARAÍSO","Administración y Comercio","94,1%","95,6%","V. Valparaíso",161,808,"40,7%","55,8%","3,5%","> 80% a 100%",572,"5,8","90,00%","75,20%",80,10,16,1823000,"Errázuriz 1834, Valparaiso, Chile",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD DEL BÍO-BÍO","Administración y Comercio","88,7%","85,0%","VIII. Bío Bío",117,588,"41,8%","57,8%","0,4%","> 80% a 100%",532,6,"88,80%","75,20%",132,10,"13,1",1757600,"Avda. Collao 1202, Concepción",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD DIEGO PORTALES","Administración y Comercio","97,8%","97,8%","RM. Región Metropolitana",125,691,"19,0%","74,5%","6,6%","> 40% a 60%",539,"5,6","77,10%","64,80%",103,8,"12,5",2425262," Avda. Manuel Rodríguez Sur 361",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD IBEROAMERICANA DE CIENCIAS Y TECNOLOGÍA, UNICYT","Administración y Comercio","92,5%","100,0%","RM. Región Metropolitana",13,104,"30,6%","69,4%","0,0%",,,"5,7","No Disponible","No Disponible",27,9,"10,7",1370000,"Padre Miguel de Olivares N° 1620",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Administración y Comercio","94,0%","96,6%","RM. Región Metropolitana",380,1111,"24,1%","70,7%","5,1%","> 60% a 80%",520,"5,6","72,20%","61,70%",94,8,"12,4",2105183,"Av. República 237, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Privada","Contador Auditor","UNIVERSIDAD SANTO TOMÁS","Administración y Comercio","93,3%","91,3%","RM. Región Metropolitana",119,366,"22,6%","77,4%","0,0%","> 40% a 60%",526,"5,6","75,00%","52,20%",21,8,"11,6",1640667,"Av.Ejército 146 Barrio Universitario, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Estatal","Contador Auditor","UNIVERSIDAD TECNOLÓGICA METROPOLITANA","Administración y Comercio","96,0%","96,9%","RM. Región Metropolitana",82,545,"25,9%","72,4%","1,7%","> 80% a 100%",563,"5,8","81,60%","63,10%",104,9,"14,2",2061660,"José Pedro Alessandri 1242, Santiago",716235,770789,837752,919043,1002981,1072226,1159465,1257758
"Universidad Particular con Aporte del Estado","Derecho","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Derecho","94,4%","95,9%","RM. Región Metropolitana",266,1761,"6,5%","12,9%","80,5%","> 80% a 100%",718,"6,5","95,70%","93,40%",315,10,"16,5",3803000,"Avda Libertador Bernardo O Higgins 340",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO","Derecho","87,3%","100,0%","V. Valparaíso",202,681,"14,8%","49,3%","35,9%","> 80% a 100%",653,"6,3","60,30%","54,20%",44,11,"21,2",3076000,"Brasil 2241  Valparaíso 2362807, Quinta Región de Valparaíso",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","UNIVERSIDAD AUSTRAL DE CHILE","Derecho","80,9%","94,2%","XIV. Los Ríos",86,428,"39,4%","47,3%","13,2%","> 80% a 100%",622,6,"71,50%","67,90%",35,10,"16,9",2600000,"Independencia 641, Valdivia",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Privada","Derecho","UNIVERSIDAD BERNARDO O'HIGGINS","Derecho","78,4%","87,5%","RM. Región Metropolitana",164,689,"26,1%","68,1%","5,9%","> 20% a 40%",503,"5,5","72,90%","59,30%",42,11,"17,9",2055000,"Avenida Viel 1497, Santiago",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","Derecho",,,"VIII. Bío Bío",117,720,"34,2%","51,3%","14,5%","> 80% a 100%",602,"6,1","85,20%","77,70%",42,12,"18,7",2385000,"Calle Caupolican 491  Concepción",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","UNIVERSIDAD CATÓLICA DE TEMUCO","Derecho",,,"IX. La Araucanía",140,585,"33,8%","61,6%","4,7%","> 80% a 100%",586,6,"85,10%","81,60%",39,10,"15,1",2750000,"Manuel Montt Nro. 56, Temuco",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","UNIVERSIDAD CATÓLICA DEL NORTE","Derecho","80,3%","86,5%","IV. Coquimbo",190,915,"19,1%","62,6%","18,3%","> 80% a 100%",615,"6,2","83,00%","70,80%",102,10,"18,1",2668450,"A. Libertador Bernardo O'higgins 292 Of 22  Santiago",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Privada","Derecho","UNIVERSIDAD CENTRAL DE CHILE","Derecho","74,3%","86,4%","RM. Región Metropolitana",503,2598,"22,7%","60,0%","17,3%","> 60% a 80%",560,"5,7","69,70%","50,70%",131,12,"19,5",2463333,"Lord Cochrane 416, Santiago",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Estatal","Derecho","UNIVERSIDAD DE CHILE","Derecho","94,7%","96,4%","RM. Región Metropolitana",404,2795,"22,9%","29,1%","48,0%","> 80% a 100%",704,"6,4","93,60%","91,80%",218,10,"18,8",3123660,"Avenida Libertador Bernardo O´Higgins 1058, Santiago",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Derecho","UNIVERSIDAD DE CONCEPCIÓN","Derecho","82,0%","88,7%","VIII. Bío Bío",230,1152,"25,7%","52,9%","21,4%","> 80% a 100%",643,"6,3","85,80%","78,50%",67,11,"20,6",2752700,"Calle Víctor Lamas 1290, Concepción",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Estatal","Derecho","UNIVERSIDAD DE TALCA","Derecho",,,"VII. Maule",105,861,"45,2%","45,0%","9,8%","> 80% a 100%",614,"6,3","97,50%","94,00%",62,11,"17,1",2490600,"Norte 685, Talca ",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Estatal","Derecho","UNIVERSIDAD DE VALPARAÍSO","Derecho","84,5%","94,7%","V. Valparaíso",125,643,"21,0%","55,3%","23,7%","> 80% a 100%",633,"6,1","94,70%","81,70%",31,10,"19,2",2333000,"Errázuriz 1834, Valparaiso, Chile",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Privada","Derecho","UNIVERSIDAD DEL DESARROLLO","Derecho",,,"RM. Región Metropolitana",141,783,"5,5%","23,2%","71,3%","> 80% a 100%",600,"5,8","81,60%","64,60%",78,10,"18,9",3780000,"Av. Plaza 680, San Carlos de Apoquindo, Las Condes",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Privada","Derecho","UNIVERSIDAD DIEGO PORTALES","Derecho","80,1%","91,9%","RM. Región Metropolitana",190,1005,"13,5%","20,0%","66,4%","> 80% a 100%",662,6,"92,00%","74,80%",112,10,"16,7",3800000," Avda. Manuel Rodríguez Sur 361",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Privada","Derecho","UNIVERSIDAD NACIONAL ANDRÉS BELLO","Derecho","73,6%","87,5%","RM. Región Metropolitana",592,2249,"20,7%","54,2%","25,1%","> 60% a 80%",559,"5,7","82,80%","70,30%",65,10,17,3107000,"Av. República 237, Santiago",918880,1140720,1367686,1607663,1760554,1915883,2053404,2235526
"Universidad Particular con Aporte del Estado","Diseño","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Arte y Arquitectura","77,7%","79,1%","RM. Región Metropolitana",121,647,"4,7%","9,6%","85,7%","> 80% a 100%",703,"6,4","93,40%","89,20%",54,10,"11,7",3703000,"Avda Libertador Bernardo O Higgins 340",506648,561158,612114,672822,725448,800003,735724,822380
"Universidad Privada","Diseño","UNIVERSIDAD DIEGO PORTALES","Arte y Arquitectura","74,8%","80,0%","RM. Región Metropolitana",143,715,"3,6%","20,2%","76,1%","> 80% a 100%",600,"5,8","88,20%","73,80%",101,10,"13,4",3700000," Avda. Manuel Rodríguez Sur 361",506648,561158,612114,672822,725448,800003,735724,822380
"Universidad Privada","Diseño","UNIVERSIDAD FINIS TERRAE","Arte y Arquitectura","84,8%","96,6%","RM. Región Metropolitana",38,133,"1,6%","7,3%","91,1%","> 60% a 80%",572,"5,7","No Disponible","No Disponible",23,10,"12,5",3870500,"Av. Pedro Valdivia 1509, Providencia, Santiago",506648,561158,612114,672822,725448,800003,735724,822380
"Instituto Profesional","Diseño Gráfico","IP DUOC UC","Arte y Arquitectura","54,7%","64,7%","RM. Región Metropolitana",551,2592,"22,5%","63,6%","13,9%","> 60% a 80%",491,"5,4","75,50%","64,50%",125,8,"11,4",1721714,"Antonio Varas 666, Providencia",470248,508208,538597,561977,644650,619930,713283,747657
"Instituto Profesional","Diseño Gráfico","IP INACAP","Arte y Arquitectura","52,1%","59,6%","RM. Región Metropolitana",641,1724,"34,3%","58,9%","6,8%","> 40% a 60%",470,"5,4","65,60%","50,80%",81,8,"11,9",1607913,"Av. Vitacura 10.151, Vitacura, Santiago",470248,508208,538597,561977,644650,619930,713283,747657
"Instituto Profesional","Diseño Gráfico","IP LOS LEONES","Arte y Arquitectura","51,2%","53,7%","RM. Región Metropolitana",587,1543,"32,5%","66,0%","1,5%","> 20% a 40%",437,"5,2","50,00%","40,60%",268,7,"8,8",986000,"Arturo Prat N° 285, Santiago",470248,508208,538597,561977,644650,619930,713283,747657
"Universidad Particular con Aporte del Estado","Enfermería","PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Salud","99,5%","94,3%","RM. Región Metropolitana",112,562,"23,5%","44,2%","32,3%","> 80% a 100%",688,"6,6","91,40%","88,50%",101,10,11,3453000,"Avda Libertador Bernardo O Higgins 340",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Estatal","Enfermería","UNIVERSIDAD ARTURO PRAT","Salud","95,9%","100,0%","I. Tarapacá",107,679,"46,3%","53,4%","0,3%","> 80% a 100%",562,"6,2","84,80%","77,10%",50,14,"16,1",1854500,"Av. Arturo Prat 2120, Iquique",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Particular con Aporte del Estado","Enfermería","UNIVERSIDAD AUSTRAL DE CHILE","Salud","99,1%","97,8%","XIV. Los Ríos",66,326,"46,8%","45,2%","8,0%","> 80% a 100%",646,"6,3","91,10%","89,30%",72,10,14,2600000,"Independencia 641, Valdivia",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Particular con Aporte del Estado","Enfermería","UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN","Salud","100,0%","98,1%","VIII. Bío Bío",73,390,"56,4%","41,5%","2,1%","> 80% a 100%",625,"6,4","100,00%","97,70%",68,10,"10,8",2615000,"Calle Caupolican 491  Concepción",676647,718437,753139,799150,833913,894051,944321,1021214
"Universidad Particular con Aporte del Estado","Enfermería","UNIVERSIDAD CATÓLICA DEL MAULE","Salud","97,1%","100,0%","VII. Maule",121,445,"48,0%","43,6%","8,4%","> 80% a 100%",641,"6,3","95,90%","91,80%",110,11,"13,4",2525000,"Avda. San Miguel 3605, Talca",676647,718437,753139,799150,833913,894051,944321,1021214
